Supplementary Data 3 -Differentially expressed genes in food allergy,,,,,,,,,,,,,,
transcript ID,entrez ID,symbol,chromosome,start,end,biotype,description,log FoldChange (case-control),Average Expression,t statistic,P.Value,adjusted.P.Value,B score,direction
ENSG00000128805,58504,ARHGAP22,10,49654077,49864310,protein_coding,Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:30320],-0.576320619,0.586541281,-3.369979233,0.001183502,0.025485818,-1.071793833,down
ENSG00000203392,NA,AC105020.1,15,75970672,75973093,protein_coding,"Uncharacterized protein; cDNA FLJ12988 fis, clone NT2RP3000080  [Source:UniProtKB/TrEMBL;Acc:Q9H960]",-0.576173582,-0.122564002,-3.054393436,0.003108511,0.04445713,-1.900604208,down
ENSG00000159915,353355,ZNF233,19,44754318,44779470,protein_coding,zinc finger protein 233 [Source:HGNC Symbol;Acc:30946],-0.575733078,1.948627517,-3.999182228,0.000146122,0.007311503,0.815398513,down
ENSG00000197635,1803,DPP4,2,162848751,162931052,protein_coding,dipeptidyl-peptidase 4 [Source:HGNC Symbol;Acc:3009],-0.575336035,6.273655226,-4.370411501,3.98E-05,0.003164333,1.829596627,down
ENSG00000266086,NA,RP11-159D12.5,17,56066399,56082614,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QKU1],-0.57207429,1.567788129,-3.449569732,0.000919178,0.021838006,-0.741545475,down
ENSG00000142583,6518,SLC2A5,1,9095166,9148537,protein_coding,"solute carrier family 2 (facilitated glucose/fructose transporter), member 5 [Source:HGNC Symbol;Acc:11010]",-0.571167285,1.136212135,-3.448264531,0.000923023,0.021860777,-0.804135345,down
ENSG00000171649,284307,ZIK1,19,58089824,58105145,protein_coding,zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:33104],-0.571161159,4.257231478,-4.781241842,8.34E-06,0.001131666,3.44616883,down
ENSG00000198046,63934,ZNF667,19,56950694,56989434,protein_coding,zinc finger protein 667 [Source:HGNC Symbol;Acc:28854],-0.562253801,3.14383076,-3.101549394,0.002705672,0.041260949,-1.738188979,down
ENSG00000166704,80095,ZNF606,19,58488421,58514717,protein_coding,zinc finger protein 606 [Source:HGNC Symbol;Acc:25879],-0.56100987,3.44277744,-4.710319515,1.09E-05,0.001304304,3.211016796,down
ENSG00000189164,84503,ZNF527,19,37861963,37883968,protein_coding,zinc finger protein 527 [Source:HGNC Symbol;Acc:29385],-0.560060457,3.655884788,-6.407928946,1.12E-08,1.68E-05,9.578692355,down
ENSG00000157542,3763,KCNJ6,21,38979678,39288749,protein_coding,"potassium inwardly-rectifying channel, subfamily J, member 6 [Source:HGNC Symbol;Acc:6267]",-0.559816883,1.305223953,-3.268767182,0.001623563,0.030504865,-1.240968355,down
ENSG00000177432,266812,NAP1L5,4,89617066,89619386,protein_coding,nucleosome assembly protein 1-like 5 [Source:HGNC Symbol;Acc:19968],-0.55833709,2.028432406,-4.008944453,0.000141228,0.007161645,0.881188224,down
ENSG00000120693,4093,SMAD9,13,37418968,37494902,protein_coding,SMAD family member 9 [Source:HGNC Symbol;Acc:6774],-0.557669069,0.802060911,-3.405472121,0.00105782,0.023579886,-0.927621883,down
ENSG00000272602,255403,ZNF595,HG174_HG254_PATCH,53333,162774,protein_coding,"Homo sapiens zinc finger protein 595 (ZNF595), transcript variant 1, mRNA. [Source:RefSeq mRNA;Acc:NM_182524]",-0.557292969,3.953458396,-2.998075168,0.003695275,0.049613999,-2.127726938,down
ENSG00000181007,284406,ZFP82,19,36874022,36909558,protein_coding,ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:28682],-0.552080088,3.626962674,-6.188348894,2.83E-08,2.97E-05,8.716848221,down
ENSG00000115648,79083,MLPH,2,238394071,238463961,protein_coding,melanophilin [Source:HGNC Symbol;Acc:29643],-0.551589623,0.162182318,-3.572862964,0.000617028,0.017503179,-0.665385099,down
ENSG00000109906,7704,ZBTB16,11,113930315,114121398,protein_coding,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:12930],-0.550697529,1.116806868,-3.307421186,0.00143992,0.028774004,-1.141963338,down
ENSG00000173698,10149,GPR64,X,19007427,19140755,protein_coding,G protein-coupled receptor 64 [Source:HGNC Symbol;Acc:4516],-0.548803212,0.070803859,-3.263979141,0.001647782,0.03080651,-1.405621529,down
ENSG00000023902,51177,PLEKHO1,1,150121373,150136916,protein_coding,"pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:24310]",-0.548421829,3.694629352,-3.309881923,0.001428917,0.028736769,-1.184961023,down
ENSG00000166532,57494,RIMKLB,12,8834196,8935691,protein_coding,ribosomal modification protein rimK-like family member B [Source:HGNC Symbol;Acc:29228],-0.548241304,3.935905537,-3.824394103,0.000266753,0.010200881,0.292402698,down
ENSG00000165929,123036,TC2N,14,92246095,92333880,protein_coding,"tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:19859]",-0.544241873,7.468550951,-4.049214714,0.000125611,0.006616237,0.707900193,down
ENSG00000142065,57677,ZFP14,19,36827162,36870101,protein_coding,ZFP14 zinc finger protein [Source:HGNC Symbol;Acc:29312],-0.538687764,3.702549171,-5.607103805,3.17E-07,0.000153229,6.443860327,down
ENSG00000228284,100509457,HLA-DQA1,HSCHR6_MHC_MCF,32631439,32652184,protein_coding,"major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:4942]",-0.538600075,4.005158764,-3.588496022,0.000586584,0.016859793,-0.437020384,down
ENSG00000196263,57573,ZNF471,19,57019212,57041590,protein_coding,zinc finger protein 471 [Source:HGNC Symbol;Acc:23226],-0.538350264,3.532996919,-4.392437474,3.58E-05,0.002908927,2.12984125,down
ENSG00000121406,256051,ZNF549,19,58038693,58068910,protein_coding,zinc finger protein 549 [Source:HGNC Symbol;Acc:26632],-0.538109692,4.362839685,-6.124505433,3.71E-08,3.68E-05,8.509995688,down
ENSG00000176049,9832,JAKMIP2,5,146967990,147162338,protein_coding,janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:29067],-0.536886588,2.1629682,-3.396439674,0.001088552,0.024045028,-0.883791983,down
ENSG00000213967,730087,ZNF726,19,24097678,24127961,protein_coding,zinc finger protein 726 [Source:HGNC Symbol;Acc:32462],-0.535829932,2.610210059,-5.545079491,4.08E-07,0.000178938,6.143721113,down
ENSG00000159128,3460,IFNGR2,21,34775202,34851655,protein_coding,interferon gamma receptor 2 (interferon gamma transducer 1) [Source:HGNC Symbol;Acc:5440],-0.535089997,2.65539817,-4.292168307,5.16E-05,0.00378434,1.792612256,down
ENSG00000215126,101060578,CBWD7,9,42668608,42714962,protein_coding,COBW domain containing 7 [Source:HGNC Symbol;Acc:31977],-0.534652398,2.849215963,-3.317777851,0.001394141,0.028381391,-1.124360336,down
ENSG00000198040,100287515,ZNF84,12,133613878,133639885,protein_coding,zinc finger protein 84 [Source:HGNC Symbol;Acc:13159],-0.534507875,4.984569634,-5.298162221,1.10E-06,0.000310785,5.315022486,down
ENSG00000262795,3460,IFNGR2,HSCHR21_4_CTG1_1,34757299,34861212,protein_coding,interferon gamma receptor 2 (interferon gamma transducer 1) [Source:HGNC Symbol;Acc:5440],-0.531905697,2.657421582,-4.2644537,5.70E-05,0.004039414,1.703575305,down
ENSG00000160229,NA,ZNF66,19,20959110,20991922,protein_coding,zinc finger protein 66 [Source:HGNC Symbol;Acc:13135],-0.531742884,1.798713826,-3.572207974,0.000618349,0.017514331,-0.40957224,down
ENSG00000164070,22824,HSPA4L,4,128702976,128761888,protein_coding,heat shock 70kDa protein 4-like [Source:HGNC Symbol;Acc:17041],-0.524345758,2.991171466,-3.29979258,0.001474541,0.029187559,-1.210365664,down
ENSG00000088756,79822,ARHGAP28,18,6729717,6915715,protein_coding,Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:25509],-0.523257008,1.042730254,-3.584951945,0.000593112,0.016935922,-0.460297689,down
ENSG00000177359,100509445,RP11-551L14.1,12,31264586,31359088,pseudogene,,-0.52303068,1.45381693,-3.222578805,0.001871799,0.03309243,-1.341422281,down
ENSG00000251369,162972,ZNF550,19,58046625,58071231,protein_coding,zinc finger protein 550 [Source:HGNC Symbol;Acc:28643],-0.522340784,4.652584463,-5.771369518,1.61E-07,0.000110071,7.141335146,down
ENSG00000196867,140612,ZFP28,19,57050317,57068169,protein_coding,ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:17801],-0.522141481,3.200161219,-3.156648423,0.002288249,0.037567906,-1.582196937,down
ENSG00000163817,54716,SLC6A20,3,45796942,45838027,protein_coding,"solute carrier family 6 (proline IMINO transporter), member 20 [Source:HGNC Symbol;Acc:30927]",-0.518438521,1.317364199,-3.88027217,0.000220427,0.009199409,0.367565348,down
ENSG00000152049,23704,KCNE4,2,223916532,224063117,protein_coding,"potassium voltage-gated channel, Isk-related family, member 4 [Source:HGNC Symbol;Acc:6244]",-0.517768733,1.663144404,-3.48119365,0.000830524,0.021001357,-0.668846936,down
ENSG00000189042,163081,ZNF567,19,37178514,37218603,protein_coding,zinc finger protein 567 [Source:HGNC Symbol;Acc:28696],-0.516098554,3.78581901,-5.620094211,3.00E-07,0.000153165,6.539723806,down
ENSG00000197808,92283,ZNF461,19,37128094,37157755,protein_coding,zinc finger protein 461 [Source:HGNC Symbol;Acc:21629],-0.515355464,3.066227087,-4.64947544,1.38E-05,0.001511802,2.990941566,down
ENSG00000166343,118490,MSS51,10,75183339,75193319,protein_coding,MSS51 mitochondrial translational activator [Source:HGNC Symbol;Acc:21000],-0.514814792,1.568664348,-3.164954753,0.002231383,0.036826605,-1.486408863,down
ENSG00000269657,NA,AC079210.1,17,66539369,66542970,protein_coding,"Uncharacterized protein; cDNA FLJ45097 fis, clone BRAWH3031054  [Source:UniProtKB/TrEMBL;Acc:Q6ZSZ7]",-0.514710721,1.535157546,-4.059802922,0.000118178,0.006369445,0.949521449,down
ENSG00000140795,91807,MYLK3,16,46740891,46824319,protein_coding,myosin light chain kinase 3 [Source:HGNC Symbol;Acc:29826],-0.513925752,1.962227814,-3.769600133,0.000321126,0.011538529,0.15067277,down
ENSG00000196275,84163,GTF2IRD2,7,74210483,74267847,protein_coding,GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:30775],-0.513913336,3.053512114,-3.738385468,0.000356673,0.012233251,0.08097212,down
ENSG00000197056,79830,ZMYM1,1,35525387,35581460,protein_coding,"zinc finger, MYM-type 1 [Source:HGNC Symbol;Acc:26253]",-0.513803771,3.628245045,-4.52556793,2.19E-05,0.002073846,2.578389581,down
ENSG00000164638,222962,SLC29A4,7,5314000,5346501,protein_coding,"solute carrier family 29 (equilibrative nucleoside transporter), member 4 [Source:HGNC Symbol;Acc:23097]",-0.512935465,1.451525152,-3.515437405,0.000743673,0.01970316,-0.571850003,down
ENSG00000186017,84924,ZNF566,19,36936021,36980804,protein_coding,zinc finger protein 566 [Source:HGNC Symbol;Acc:25919],-0.51289353,3.708137351,-5.182526179,1.75E-06,0.000414892,4.899920247,down
ENSG00000164764,157869,SBSPON,8,73976775,74036323,protein_coding,"somatomedin B and thrombospondin, type 1 domain containing [Source:HGNC Symbol;Acc:30362]",-0.512541987,1.441033654,-3.681586108,0.000431189,0.013833256,-0.152682826,down
ENSG00000197863,388536,ZNF790,19,37308330,37341689,protein_coding,zinc finger protein 790 [Source:HGNC Symbol;Acc:33114],-0.510949769,3.317976595,-4.829038172,6.94E-06,0.001023314,3.627567656,down
ENSG00000262578,100129842,ZNF737,HG730_PATCH,20646634,20676618,protein_coding,zinc finger protein 737 [Source:HGNC Symbol;Acc:32468],-0.509217612,2.995267001,-4.659644982,1.32E-05,0.001468556,3.019883565,down
ENSG00000237440,100129842,ZNF737,19,20718631,20748615,protein_coding,zinc finger protein 737 [Source:HGNC Symbol;Acc:32468],-0.509114423,2.995217278,-4.660636611,1.32E-05,0.001468556,3.023250218,down
ENSG00000221947,389668,XKR9,8,71581600,71702606,protein_coding,"XK, Kell blood group complex subunit-related family, member 9 [Source:HGNC Symbol;Acc:20937]",-0.509055252,1.726535551,-3.556709288,0.000650416,0.018123263,-0.457650318,down
ENSG00000183508,54855,FAM46C,1,118148556,118170994,protein_coding,"family with sequence similarity 46, member C [Source:HGNC Symbol;Acc:24712]",-0.508029926,3.513500567,-3.213446742,0.001927885,0.033611478,-1.500965893,down
ENSG00000198440,147949,ZNF583,19,56909335,56947404,protein_coding,zinc finger protein 583 [Source:HGNC Symbol;Acc:26427],-0.507832732,2.578846217,-4.150527928,8.57E-05,0.005170801,1.329447136,down
ENSG00000167232,7644,ZNF91,19,23487793,23578362,protein_coding,zinc finger protein 91 [Source:HGNC Symbol;Acc:13166],-0.505692767,5.299815001,-7.99692219,1.11E-11,1.05E-07,16.27218643,down
ENSG00000176222,342908,ZNF404,19,44376515,44405537,protein_coding,zinc finger protein 404 [Source:HGNC Symbol;Acc:19417],-0.504959575,1.717976642,-3.247379359,0.001734401,0.031673589,-1.273896181,down
ENSG00000167383,7772,ZNF229,19,44921685,44952766,protein_coding,zinc finger protein 229 [Source:HGNC Symbol;Acc:13022],-0.502140104,2.422598471,-3.155373707,0.002297094,0.03761492,-1.535835198,down
ENSG00000132749,9633,MTL5,11,68474908,68519032,protein_coding,"metallothionein-like 5, testis-specific (tesmin) [Source:HGNC Symbol;Acc:7446]",-0.498963029,1.88581266,-3.776651296,0.000313578,0.011411573,0.179613308,down
ENSG00000189157,100129583,FAM47E,4,77135193,77204933,protein_coding,"family with sequence similarity 47, member E [Source:HGNC Symbol;Acc:34343]",-0.497930824,1.890868178,-4.336610786,4.39E-05,0.003379368,1.833904571,down
ENSG00000180479,51276,ZNF571,19,38045684,38085673,protein_coding,zinc finger protein 571 [Source:HGNC Symbol;Acc:25000],-0.497561021,3.311612906,-4.87961932,5.72E-06,0.000918763,3.796049421,down
ENSG00000114656,57501,KIAA1257,3,128628709,128721533,protein_coding,KIAA1257 [Source:HGNC Symbol;Acc:29231],-0.49512745,2.292522704,-4.317774347,4.70E-05,0.003531038,1.846984734,down
ENSG00000186020,57711,ZNF529,19,37025676,37096178,protein_coding,zinc finger protein 529 [Source:HGNC Symbol;Acc:29328],-0.495075489,4.923191529,-6.208792984,2.60E-08,2.89E-05,8.871269249,down
ENSG00000255537,NA,AP000708.1,11,125365110,125369424,protein_coding,,-0.494255913,0.676504962,-3.018422408,0.003456945,0.047392301,-1.886483574,down
ENSG00000198556,285989,ZNF789,7,99070464,99101273,protein_coding,zinc finger protein 789 [Source:HGNC Symbol;Acc:27801],-0.493941946,4.140675349,-5.470068306,5.53E-07,0.000208615,5.983426235,down
ENSG00000015475,637,BID,22,18216906,18257536,protein_coding,BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:1050],-0.488484819,4.00800147,-4.508028243,2.34E-05,0.002191578,2.493364252,down
ENSG00000171827,148268,ZNF570,19,37958487,37976260,protein_coding,zinc finger protein 570 [Source:HGNC Symbol;Acc:26416],-0.48551184,2.745065232,-4.833590205,6.82E-06,0.001021543,3.597318775,down
ENSG00000267554,NA,RP11-686D22.10,17,33797088,33797647,pseudogene,,-0.484434983,1.936307937,-3.087840589,0.002814092,0.041926512,-1.679746297,down
ENSG00000135299,22881,ANKRD6,6,90142889,90343553,protein_coding,ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:17280],-0.480808076,2.201437849,-3.815798781,0.000274658,0.010373691,0.309061764,down
ENSG00000196172,148213,ZNF681,19,23921997,23941693,protein_coding,zinc finger protein 681 [Source:HGNC Symbol;Acc:26457],-0.480364222,4.01308173,-4.878181545,5.75E-06,0.000918763,3.798665246,down
ENSG00000197753,222662,LHFPL5,6,35773070,35801651,protein_coding,lipoma HMGIC fusion partner-like 5 [Source:HGNC Symbol;Acc:21253],-0.475310319,1.725931471,-3.325759857,0.001359795,0.028003465,-1.076559226,down
ENSG00000198093,65251,ZNF649,19,52392477,52408293,protein_coding,zinc finger protein 649 [Source:HGNC Symbol;Acc:25741],-0.475035306,3.970843398,-5.066268344,2.76E-06,0.000560837,4.481370242,down
ENSG00000118690,84071,ARMC2,6,109169619,109295186,protein_coding,armadillo repeat containing 2 [Source:HGNC Symbol;Acc:23045],-0.474880137,1.421020936,-3.416251473,0.001022214,0.023048775,-0.849455999,down
ENSG00000188283,163087,ZNF383,19,37708828,37734828,protein_coding,zinc finger protein 383 [Source:HGNC Symbol;Acc:18609],-0.474410558,3.981350229,-5.926373026,8.49E-08,7.28E-05,7.722005982,down
ENSG00000198740,22834,ZNF652,17,47366568,47439835,protein_coding,zinc finger protein 652 [Source:HGNC Symbol;Acc:29147],-0.472170373,4.482255555,-5.546976045,4.05E-07,0.000178938,6.274555663,down
ENSG00000197062,NA,RP5-874C20.3,6,28234788,28245974,pseudogene,,-0.47192515,3.387111593,-4.417361204,3.26E-05,0.002749362,2.21442038,down
ENSG00000074706,26034,IPCEF1,6,154475631,154677926,protein_coding,interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:21204],-0.471902349,5.809098181,-3.853457059,0.000242506,0.009712598,0.23098267,down
ENSG00000167555,84436,ZNF528,19,52901102,52921665,protein_coding,zinc finger protein 528 [Source:HGNC Symbol;Acc:29384],-0.471300573,3.749815339,-4.22093649,6.67E-05,0.004439448,1.560948457,down
ENSG00000164221,153733,CCDC112,5,114602885,114632528,protein_coding,coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:28599],-0.471252286,1.794267072,-4.108732928,9.94E-05,0.005650502,1.123063814,down
ENSG00000198453,374900,ZNF568,19,37407231,37489602,protein_coding,zinc finger protein 568 [Source:HGNC Symbol;Acc:25392],-0.469416527,3.922058394,-4.874357123,5.83E-06,0.000924579,3.788808814,down
ENSG00000069431,10060,ABCC9,12,21950335,22094336,protein_coding,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:HGNC Symbol;Acc:60]",-0.46787304,3.201373387,-3.759289719,0.000332476,0.011767039,0.131298718,down
ENSG00000248483,134187,POU5F2,5,93070508,93077343,protein_coding,"POU domain class 5, transcription factor 2 [Source:HGNC Symbol;Acc:26367]",-0.467781609,1.360288162,-3.091850049,0.002780597,0.04169569,-1.671165442,down
ENSG00000184898,375287,RBM43,2,152104454,152118393,protein_coding,RNA binding motif protein 43 [Source:HGNC Symbol;Acc:24790],-0.466690892,4.154298371,-3.317756081,0.001394696,0.028381391,-1.252605999,down
ENSG00000083814,79891,ZNF671,19,58231119,58238992,protein_coding,zinc finger protein 671 [Source:HGNC Symbol;Acc:26279],-0.465445752,4.351481687,-5.445020945,6.12E-07,0.000215041,5.888301164,down
ENSG00000183647,348327,ZNF530,19,58111253,58124090,protein_coding,zinc finger protein 530 [Source:HGNC Symbol;Acc:29297],-0.460012258,3.482413357,-4.596956838,1.68E-05,0.00170851,2.821361905,down
ENSG00000134146,89978,DPH6,15,35509546,35838394,protein_coding,diphthamine biosynthesis 6 [Source:HGNC Symbol;Acc:30543],-0.459722745,2.590642865,-3.835608077,0.000256767,0.010018295,0.36985277,down
ENSG00000181450,339500,ZNF678,1,227751244,227865144,protein_coding,zinc finger protein 678 [Source:HGNC Symbol;Acc:28652],-0.459090147,3.419890948,-4.753991519,9.25E-06,0.001212101,3.365922148,down
ENSG00000159885,7673,ZNF222,19,44529494,44537265,protein_coding,zinc finger protein 222 [Source:HGNC Symbol;Acc:13015],-0.45821179,2.243521515,-3.798908231,0.000290848,0.010800316,0.2490637,down
ENSG00000154099,123872,DNAAF1,16,84178865,84212373,protein_coding,"dynein, axonemal, assembly factor 1 [Source:HGNC Symbol;Acc:30539]",-0.456258392,0.21462059,-3.015530037,0.003486481,0.047542941,-1.930567412,down
ENSG00000197044,126068,ZNF441,19,11877815,11894893,protein_coding,zinc finger protein 441 [Source:HGNC Symbol;Acc:20875],-0.456043319,3.678257645,-3.88079735,0.00022003,0.009199409,0.47867875,down
ENSG00000100351,9402,GRAP2,22,40297086,40369725,protein_coding,GRB2-related adaptor protein 2 [Source:HGNC Symbol;Acc:4563],-0.455542887,6.921588655,-6.2911174,1.84E-08,2.31E-05,9.160438799,down
ENSG00000184635,81931,ZNF93,19,20011722,20046384,protein_coding,zinc finger protein 93 [Source:HGNC Symbol;Acc:13169],-0.455446455,4.126226107,-5.046678836,2.99E-06,0.000580616,4.402015831,down
ENSG00000173626,100128327,TRAPPC3L,6,116816152,116866773,protein_coding,trafficking protein particle complex 3-like [Source:HGNC Symbol;Acc:21090],-0.455138173,1.468529522,-3.32145126,0.001378234,0.028198494,-1.102425853,down
ENSG00000203326,NA,ZNF525,19,53868946,53895470,protein_coding,zinc finger protein 525 [Source:HGNC Symbol;Acc:29423],-0.45292482,4.819083058,-4.891062014,5.47E-06,0.000889279,3.801536686,down
